webpush;1001;TCP;HTTP Web Push
isdc;1636;TCP;ISP shared public data control
isdc;1636;UDP;ISP shared public data control
islc;1637;TCP;ISP shared local data control
islc;1637;UDP;ISP shared local data control
ismc;1638;TCP;ISP shared management control
ismc;1638;UDP;ISP shared management control
cert-initiator;1639;TCP;cert-initiator
cert-initiator;1639;UDP;cert-initiator
cert-responder;1640;TCP;cert-responder
cert-responder;1640;UDP;cert-responder
invision;1641;TCP;InVision
invision;1641;UDP;InVision
isis-am;1642;TCP;isis-am
isis-am;1642;UDP;isis-am
isis-ambc;1643;TCP;isis-ambc
isis-ambc;1643;UDP;isis-ambc
saiseh;1644;TCP;Satellite-data Acquisition System 4
saiseh;1644;UDP;Satellite-data Acquisition System 4
sightline;1645;TCP;SightLine
sightline;1645;UDP;SightLine
sa-msg-port;1646;TCP;sa-msg-port
sa-msg-port;1646;UDP;sa-msg-port
rsap;1647;TCP;rsap
rsap;1647;UDP;rsap
concurrent-lm;1648;TCP;concurrent-lm
concurrent-lm;1648;UDP;concurrent-lm
kermit;1649;TCP;kermit
kermit;1649;UDP;kermit
nkd;1650;TCP;nkdn
nkd;1650;UDP;nkd
shiva-confsrvr;1651;TCP;shiva_confsrvr
shiva_confsrvr;1651;TCP;shiva_confsrvr
shiva-confsrvr;1651;UDP;shiva_confsrvr
shiva_confsrvr;1651;UDP;shiva_confsrvr
xnmp;1652;TCP;xnmp
xnmp;1652;UDP;xnmp
alphatech-lm;1653;TCP;alphatech-lm
alphatech-lm;1653;UDP;alphatech-lm
stargatealerts;1654;TCP;stargatealerts
stargatealerts;1654;UDP;stargatealerts
dec-mbadmin;1655;TCP;dec-mbadmin
dec-mbadmin;1655;UDP;dec-mbadmin
dec-mbadmin-h;1656;TCP;dec-mbadmin-h
dec-mbadmin-h;1656;UDP;dec-mbadmin-h
fujitsu-mmpdc;1657;TCP;fujitsu-mmpdc
fujitsu-mmpdc;1657;UDP;fujitsu-mmpdc
sixnetudr;1658;TCP;sixnetudr
sixnetudr;1658;UDP;sixnetudr
sg-lm;1659;TCP;Silicon Grail License Manager
sg-lm;1659;UDP;Silicon Grail License Manager
skip-mc-gikreq;1660;TCP;skip-mc-gikreq
skip-mc-gikreq;1660;UDP;skip-mc-gikreq
netview-aix-1;1661;TCP;netview-aix-1
netview-aix-1;1661;UDP;netview-aix-1
netview-aix-2;1662;TCP;netview-aix-2
netview-aix-2;1662;UDP;netview-aix-2
netview-aix-3;1663;TCP;netview-aix-3
netview-aix-3;1663;UDP;netview-aix-3
netview-aix-4;1664;TCP;netview-aix-4
netview-aix-4;1664;UDP;netview-aix-4
netview-aix-5;1665;TCP;netview-aix-5
netview-aix-5;1665;UDP;netview-aix-5
netview-aix-6;1666;TCP;netview-aix-6
netview-aix-6;1666;UDP;netview-aix-6
netview-aix-7;1667;TCP;netview-aix-7
netview-aix-7;1667;UDP;netview-aix-7
netview-aix-8;1668;TCP;netview-aix-8
netview-aix-8;1668;UDP;netview-aix-8
netview-aix-9;1669;TCP;netview-aix-9
netview-aix-9;1669;UDP;netview-aix-9
netview-aix-10;1670;TCP;netview-aix-10
netview-aix-10;1670;UDP;netview-aix-10
netview-aix-11;1671;TCP;netview-aix-11
netview-aix-11;1671;UDP;netview-aix-11
netview-aix-12;1672;TCP;netview-aix-12
netview-aix-12;1672;UDP;netview-aix-12
proshare-mc-1;1673;TCP;Intel Proshare Multicast
proshare-mc-1;1673;UDP;Intel Proshare Multicast
proshare-mc-2;1674;TCP;Intel Proshare Multicast
proshare-mc-2;1674;UDP;Intel Proshare Multicast
pdp;1675;TCP;Pacific Data Products
pdp;1675;UDP;Pacific Data Products
netcomm1;1676;TCP;netcomm1
netcomm2;1676;UDP;netcomm2
groupwise;1677;TCP;groupwise
groupwise;1677;UDP;groupwise
prolink;1678;TCP;prolink
prolink;1678;UDP;prolink
darcorp-lm;1679;TCP;darcorp-lm
darcorp-lm;1679;UDP;darcorp-lm
microcom-sbp;1680;TCP;microcom-sbp
microcom-sbp;1680;UDP;microcom-sbp
sd-elmd;1681;TCP;sd-elmd
sd-elmd;1681;UDP;sd-elmd
lanyon-lantern;1682;TCP;lanyon-lantern
lanyon-lantern;1682;UDP;lanyon-lantern
ncpm-hip;1683;TCP;ncpm-hip
ncpm-hip;1683;UDP;ncpm-hip
snaresecure;1684;TCP;SnareSecure
snaresecure;1684;UDP;SnareSecure
n2nremote;1685;TCP;n2nremote
n2nremote;1685;UDP;n2nremote
cvmon;1686;TCP;cvmon
cvmon;1686;UDP;cvmon
nsjtp-ctrl;1687;TCP;nsjtp-ctrl
nsjtp-ctrl;1687;UDP;nsjtp-ctrl
nsjtp-data;1688;TCP;nsjtp-data
nsjtp-data;1688;UDP;nsjtp-data
firefox;1689;TCP;firefox
firefox;1689;UDP;firefox
ng-umds;1690;TCP;ng-umds
ng-umds;1690;UDP;ng-umds
empire-empuma;1691;TCP;empire-empuma
empire-empuma;1691;UDP;empire-empuma
sstsys-lm;1692;TCP;sstsys-lm
sstsys-lm;1692;UDP;sstsys-lm
rrirtr;1693;TCP;rrirtr
rrirtr;1693;UDP;rrirtr
rrimwm;1694;TCP;rrimwm
rrimwm;1694;UDP;rrimwm
rrilwm;1695;TCP;rrilwm
rrilwm;1695;UDP;rrilwm
rrifmm;1696;TCP;rrifmm
rrifmm;1696;UDP;rrifmm
rrisat;1697;TCP;rrisat
rrisat;1697;UDP;rrisat
rsvp-encap-1;1698;TCP;RSVP-ENCAPSULATION-1
rsvp-encap-1;1698;UDP;RSVP-ENCAPSULATION-1
rsvp-encap-2;1699;TCP;RSVP-ENCAPSULATION-2
rsvp-encap-2;1699;UDP;RSVP-ENCAPSULATION-2
mps-raft;1700;TCP;mps-raft
mps-raft;1700;UDP;mps-raft
l2f;1701;TCP;l2f
l2tp;1701;TCP;l2tp
l2f;1701;UDP;l2f
l2tp;1701;UDP;l2tp
deskshare;1702;TCP;deskshare
deskshare;1702;UDP;deskshare
hb-engine;1703;TCP;hb-engine
hb-engine;1703;UDP;hb-engine
bcs-broker;1704;TCP;bcs-broker
bcs-broker;1704;UDP;bcs-broker
slingshot;1705;TCP;slingshot
slingshot;1705;UDP;slingshot
jetform;1706;TCP;jetform
jetform;1706;UDP;jetform
vdmplay;1707;TCP;vdmplay
vdmplay;1707;UDP;vdmplay
gat-lmd;1708;TCP;gat-lmd
gat-lmd;1708;UDP;gat-lmd
centra;1709;TCP;centra
centra;1709;UDP;centra
impera;1710;TCP;impera
impera;1710;UDP;impera
pptconference;1711;TCP;pptconference
pptconference;1711;UDP;pptconference
registrar;1712;TCP;resource monitoring service
registrar;1712;UDP;resource monitoring service
conferencetalk;1713;TCP;ConferenceTalk
conferencetalk;1713;UDP;ConferenceTalk
sesi-lm;1714;TCP;sesi-lm
sesi-lm;1714;UDP;sesi-lm
houdini-lm;1715;TCP;houdini-lm
houdini-lm;1715;UDP;houdini-lm
xmsg;1716;TCP;xmsg
xmsg;1716;UDP;xmsg
fj-hdnet;1717;TCP;fj-hdnet
fj-hdnet;1717;UDP;fj-hdnet
h323gatedisc;1718;TCP;H.323 Multicast Gatekeeper Discover
h323gatedisc;1718;UDP;H.323 Multicast Gatekeeper Discover
h323gatestat;1719;TCP;H.323 Unicast Gatekeeper Signaling
h323gatestat;1719;UDP;H.323 Unicast Gatekeeper Signaling
h323hostcall;1720;UDP;H.323 Call Control
h323hostcall;1720;TCP;H.323 Call Control Signalling
h323hostcall;1720;UDP;H.323 Call Control Signalling
caicci;1721;TCP;caicci
caicci;1721;UDP;caicci
hks-lm;1722;TCP;HKS License Manager
hks-lm;1722;UDP;HKS License Manager
pptp;1723;TCP;pptp
pptp;1723;UDP;pptp
csbphonemaster;1724;TCP;csbphonemaster
csbphonemaster;1724;UDP;csbphonemaster
iden-ralp;1725;TCP;iden-ralp
iden-ralp;1725;UDP;iden-ralp
iberiagames;1726;TCP;IBERIAGAMES
iberiagames;1726;UDP;IBERIAGAMES
winddx;1727;TCP;winddx
winddx;1727;UDP;winddx
telindus;1728;TCP;TELINDUS
telindus;1728;UDP;TELINDUS
citynl;1729;TCP;CityNL License Management
citynl;1729;UDP;CityNL License Management
roketz;1730;TCP;roketz
roketz;1730;UDP;roketz
msiccp;1731;TCP;MSICCP
msiccp;1731;UDP;MSICCP
proxim;1732;TCP;proxim
proxim;1732;UDP;proxim
siipat;1733;TCP;SIMS - SIIPAT Protocol for Alarm Transmission
siipat;1733;UDP;SIMS - SIIPAT Protocol for Alarm Transmission
cambertx-lm;1734;TCP;Camber Corporation License Management
cambertx-lm;1734;UDP;Camber Corporation License Management
privatechat;1735;TCP;PrivateChat
privatechat;1735;UDP;PrivateChat
street-stream;1736;TCP;street-stream
street-stream;1736;UDP;street-stream
ultimad;1737;TCP;ultimad
ultimad;1737;UDP;ultimad
gamegen1;1738;TCP;GameGen1
gamegen1;1738;UDP;GameGen1
webaccess;1739;TCP;webaccess
webaccess;1739;UDP;webaccess
encore;1740;TCP;encore
encore;1740;UDP;encore
cisco-net-mgmt;1741;TCP;cisco-net-mgmt
cisco-net-mgmt;1741;UDP;cisco-net-mgmt
3Com-nsd;1742;TCP;3Com-nsd
3Com-nsd;1742;UDP;3Com-nsd
cinegrfx-lm;1743;TCP;Cinema Graphics License Manager
cinegrfx-lm;1743;UDP;Cinema Graphics License Manager
ncpm-ft;1744;TCP;ncpm-ft
ncpm-ft;1744;UDP;ncpm-ft
remote-winsock;1745;TCP;remote-winsock
remote-winsock;1745;UDP;remote-winsock
ftrapid-1;1746;TCP;ftrapid-1
ftrapid-1;1746;UDP;ftrapid-1
ftrapid-2;1747;TCP;ftrapid-2
ftrapid-2;1747;UDP;ftrapid-2
oracle-em1;1748;TCP;oracle-em1
oracle-em1;1748;UDP;oracle-em1
aspen-services;1749;TCP;aspen-services
aspen-services;1749;UDP;aspen-services
sslp;1750;TCP;Simple Socket Library's PortMaster
sslp;1750;UDP;Simple Socket Library's PortMaster
swiftnet;1751;TCP;SwiftNet
swiftnet;1751;UDP;SwiftNet
lofr-lm;1752;TCP;Leap of Faith Research License Manager
lofr-lm;1752;UDP;Leap of Faith Research License Manager
predatar-comms;1753;TCP;Predatar Comms Service
Unassigned;1753;UDP;Reserved
oracle-em2;1754;TCP;oracle-em2
oracle-em2;1754;UDP;oracle-em2
ms-streaming;1755;TCP;ms-streaming
ms-streaming;1755;UDP;ms-streaming
capfast-lmd;1756;TCP;capfast-lmd
capfast-lmd;1756;UDP;capfast-lmd
cnhrp;1757;TCP;cnhrp
cnhrp;1757;UDP;cnhrp
tftp-mcast;1758;TCP;tftp-mcast
tftp-mcast;1758;UDP;tftp-mcast
spss-lm;1759;TCP;SPSS License Manager
spss-lm;1759;UDP;SPSS License Manager
www-ldap-gw;1760;TCP;www-ldap-gw
www-ldap-gw;1760;UDP;www-ldap-gw
cft-0;1761;TCP;cft-0
cft-0;1761;UDP;cft-0
cft-1;1762;TCP;cft-1
cft-1;1762;UDP;cft-1
cft-2;1763;TCP;cft-2
cft-2;1763;UDP;cft-2
cft-3;1764;TCP;cft-3
cft-3;1764;UDP;cft-3
cft-4;1765;TCP;cft-4
cft-4;1765;UDP;cft-4
cft-5;1766;TCP;cft-5
cft-5;1766;UDP;cft-5
cft-6;1767;TCP;cft-6
cft-6;1767;UDP;cft-6
cft-7;1768;TCP;cft-7
cft-7;1768;UDP;cft-7
bmc-net-adm;1769;TCP;bmc-net-adm
bmc-net-adm;1769;UDP;bmc-net-adm
bmc-net-svc;1770;TCP;bmc-net-svc
bmc-net-svc;1770;UDP;bmc-net-svc
vaultbase;1771;TCP;vaultbase
vaultbase;1771;UDP;vaultbase
essweb-gw;1772;TCP;EssWeb Gateway
essweb-gw;1772;UDP;EssWeb Gateway
kmscontrol;1773;TCP;KMSControl
kmscontrol;1773;UDP;KMSControl
global-dtserv;1774;TCP;global-dtserv
global-dtserv;1774;UDP;global-dtserv
vdab;1775;TCP;data interchange between visual processing containers
Unassigned;1775;UDP;Reserved
femis;1776;TCP;Federal Emergency Management Information System
femis;1776;UDP;Federal Emergency Management Information System
powerguardian;1777;TCP;powerguardian
powerguardian;1777;UDP;powerguardian
prodigy-intrnet;1778;TCP;prodigy-internet
prodigy-intrnet;1778;UDP;prodigy-internet
pharmasoft;1779;TCP;pharmasoft
pharmasoft;1779;UDP;pharmasoft
dpkeyserv;1780;TCP;dpkeyserv
dpkeyserv;1780;UDP;dpkeyserv
answersoft-lm;1781;TCP;answersoft-lm
answersoft-lm;1781;UDP;answersoft-lm
hp-hcip;1782;TCP;hp-hcip
hp-hcip;1782;UDP;hp-hcip
Unassigned;1783;UDP;Decomissioned Port 04/14/00, ms
finle-lm;1784;TCP;Finle License Manager
finle-lm;1784;UDP;Finle License Manager
windlm;1785;TCP;Wind River Systems License Manager
windlm;1785;UDP;Wind River Systems License Manager
funk-logger;1786;TCP;funk-logger
funk-logger;1786;UDP;funk-logger
funk-license;1787;TCP;funk-license
funk-license;1787;UDP;funk-license
psmond;1788;TCP;psmond
psmond;1788;UDP;psmond
hello;1789;TCP;hello
hello;1789;UDP;hello
nmsp;1790;TCP;Narrative Media Streaming Protocol
nmsp;1790;UDP;Narrative Media Streaming Protocol
ea1;1791;TCP;EA1
ea1;1791;UDP;EA1
ibm-dt-2;1792;TCP;ibm-dt-2
ibm-dt-2;1792;UDP;ibm-dt-2
rsc-robot;1793;TCP;rsc-robot
rsc-robot;1793;UDP;rsc-robot
cera-bcm;1794;TCP;cera-bcm
cera-bcm;1794;UDP;cera-bcm
dpi-proxy;1795;TCP;dpi-proxy
dpi-proxy;1795;UDP;dpi-proxy
vocaltec-admin;1796;TCP;Vocaltec Server Administration
vocaltec-admin;1796;UDP;Vocaltec Server Administration
uma;1797;TCP;UMA
uma;1797;UDP;UMA
etp;1798;TCP;Event Transfer Protocol
etp;1798;UDP;Event Transfer Protocol
netrisk;1799;TCP;NETRISK
netrisk;1799;UDP;NETRISK
ansys-lm;1800;TCP;ANSYS-License manager
ansys-lm;1800;UDP;ANSYS-License manager
msmq;1801;TCP;Microsoft Message Que
msmq;1801;UDP;Microsoft Message Que
concomp1;1802;TCP;ConComp1
concomp1;1802;UDP;ConComp1
hp-hcip-gwy;1803;TCP;HP-HCIP-GWY
hp-hcip-gwy;1803;UDP;HP-HCIP-GWY
enl;1804;TCP;ENL
enl;1804;UDP;ENL
enl-name;1805;TCP;ENL-Name
enl-name;1805;UDP;ENL-Name
musiconline;1806;TCP;Musiconline
musiconline;1806;UDP;Musiconline
fhsp;1807;TCP;Fujitsu Hot Standby Protocol
fhsp;1807;UDP;Fujitsu Hot Standby Protocol
oracle-vp2;1808;TCP;Oracle-VP2
oracle-vp2;1808;UDP;Oracle-VP2
oracle-vp1;1809;TCP;Oracle-VP1
oracle-vp1;1809;UDP;Oracle-VP1
jerand-lm;1810;TCP;Jerand License Manager
jerand-lm;1810;UDP;Jerand License Manager
scientia-sdb;1811;TCP;Scientia-SDB
scientia-sdb;1811;UDP;Scientia-SDB
radius;1812;TCP;RADIUS
radius;1812;UDP;RADIUS
radius-acct;1813;TCP;RADIUS Accounting
radius-acct;1813;UDP;RADIUS Accounting
tdp-suite;1814;TCP;TDP Suite
tdp-suite;1814;UDP;TDP Suite
mmpft;1815;TCP;MMPFT
mmpft;1815;UDP;MMPFT
harp;1816;TCP;HARP
harp;1816;UDP;HARP
rkb-oscs;1817;TCP;RKB-OSCS
rkb-oscs;1817;UDP;RKB-OSCS
etftp;1818;TCP;Enhanced Trivial File Transfer Protocol
etftp;1818;UDP;Enhanced Trivial File Transfer Protocol
plato-lm;1819;TCP;Plato License Manager
plato-lm;1819;UDP;Plato License Manager
mcagent;1820;TCP;mcagent
mcagent;1820;UDP;mcagent
donnyworld;1821;TCP;donnyworld
donnyworld;1821;UDP;donnyworld
es-elmd;1822;TCP;es-elmd
es-elmd;1822;UDP;es-elmd
unisys-lm;1823;TCP;Unisys Natural Language License Manager
unisys-lm;1823;UDP;Unisys Natural Language License Manager
metrics-pas;1824;TCP;metrics-pas
metrics-pas;1824;UDP;metrics-pas
direcpc-video;1825;TCP;DirecPC Video
direcpc-video;1825;UDP;DirecPC Video
ardt;1826;TCP;ARDT
ardt;1826;UDP;ARDT
asi;1827;TCP;ASI
asi;1827;UDP;ASI
itm-mcell-u;1828;TCP;itm-mcell-u
itm-mcell-u;1828;UDP;itm-mcell-u
optika-emedia;1829;TCP;Optika eMedia
optika-emedia;1829;UDP;Optika eMedia
net8-cman;1830;TCP;Oracle Net8 CMan Admin
net8-cman;1830;UDP;Oracle Net8 CMan Admin
myrtle;1831;TCP;Myrtle
myrtle;1831;UDP;Myrtle
tht-treasure;1832;TCP;ThoughtTreasure
tht-treasure;1832;UDP;ThoughtTreasure
udpradio;1833;TCP;udpradio
udpradio;1833;UDP;udpradio
ardusuni;1834;TCP;ARDUS Unicast
ardusuni;1834;UDP;ARDUS Unicast
ardusmul;1835;TCP;ARDUS Multicast
ardusmul;1835;UDP;ARDUS Multicast
ste-smsc;1836;TCP;ste-smsc
ste-smsc;1836;UDP;ste-smsc
csoft1;1837;TCP;csoft1
csoft1;1837;UDP;csoft1
talnet;1838;TCP;TALNET
talnet;1838;UDP;TALNET
netopia-vo1;1839;TCP;netopia-vo1
netopia-vo1;1839;UDP;netopia-vo1
netopia-vo2;1840;TCP;netopia-vo2
netopia-vo2;1840;UDP;netopia-vo2
netopia-vo3;1841;TCP;netopia-vo3
netopia-vo3;1841;UDP;netopia-vo3
netopia-vo4;1842;TCP;netopia-vo4
netopia-vo4;1842;UDP;netopia-vo4
netopia-vo5;1843;TCP;netopia-vo5
netopia-vo5;1843;UDP;netopia-vo5
direcpc-dll;1844;TCP;DirecPC-DLL
direcpc-dll;1844;UDP;DirecPC-DLL
altalink;1845;TCP;altalink
altalink;1845;UDP;altalink
tunstall-pnc;1846;TCP;Tunstall PNC
tunstall-pnc;1846;UDP;Tunstall PNC
slp-notify;1847;TCP;SLP Notification
slp-notify;1847;UDP;SLP Notification
fjdocdist;1848;TCP;fjdocdist
fjdocdist;1848;UDP;fjdocdist
alpha-sms;1849;TCP;ALPHA-SMS
alpha-sms;1849;UDP;ALPHA-SMS
gsi;1850;TCP;GSI
gsi;1850;UDP;GSI
ctcd;1851;TCP;ctcd
ctcd;1851;UDP;ctcd
virtual-time;1852;TCP;Virtual Time
virtual-time;1852;UDP;Virtual Time
vids-avtp;1853;TCP;VIDS-AVTP
vids-avtp;1853;UDP;VIDS-AVTP
buddy-draw;1854;TCP;Buddy Draw
buddy-draw;1854;UDP;Buddy Draw
fiorano-rtrsvc;1855;TCP;Fiorano RtrSvc
fiorano-rtrsvc;1855;UDP;Fiorano RtrSvc
fiorano-msgsvc;1856;TCP;Fiorano MsgSvc
fiorano-msgsvc;1856;UDP;Fiorano MsgSvc
datacaptor;1857;TCP;DataCaptor
datacaptor;1857;UDP;DataCaptor
privateark;1858;TCP;PrivateArk
privateark;1858;UDP;PrivateArk
gammafetchsvr;1859;TCP;Gamma Fetcher Server
gammafetchsvr;1859;UDP;Gamma Fetcher Server
sunscalar-svc;1860;TCP;SunSCALAR Services
sunscalar-svc;1860;UDP;SunSCALAR Services
lecroy-vicp;1861;TCP;LeCroy VICP
lecroy-vicp;1861;UDP;LeCroy VICP
mysql-cm-agent;1862;TCP;MySQL Cluster Manager Agent
mysql-cm-agent;1862;UDP;MySQL Cluster Manager Agent
msnp;1863;TCP;MSNP
msnp;1863;UDP;MSNP
paradym-31port;1864;TCP;Paradym 31 Port
paradym-31port;1864;UDP;Paradym 31 Port
entp;1865;TCP;ENTP
entp;1865;UDP;ENTP
swrmi;1866;TCP;swrmi
swrmi;1866;UDP;swrmi
udrive;1867;TCP;UDRIVE
udrive;1867;UDP;UDRIVE
viziblebrowser;1868;TCP;VizibleBrowser
viziblebrowser;1868;UDP;VizibleBrowser
transact;1869;TCP;TransAct
transact;1869;UDP;TransAct
sunscalar-dns;1870;TCP;SunSCALAR DNS Service
sunscalar-dns;1870;UDP;SunSCALAR DNS Service
canocentral0;1871;TCP;Cano Central 0
canocentral0;1871;UDP;Cano Central 0
canocentral1;1872;TCP;Cano Central 1
canocentral1;1872;UDP;Cano Central 1
fjmpjps;1873;TCP;Fjmpjps
fjmpjps;1873;UDP;Fjmpjps
fjswapsnp;1874;TCP;Fjswapsnp
fjswapsnp;1874;UDP;Fjswapsnp
westell-stats;1875;TCP;westell stats
westell-stats;1875;UDP;westell stats
ewcappsrv;1876;TCP;ewcappsrv
ewcappsrv;1876;UDP;ewcappsrv
hp-webqosdb;1877;TCP;hp-webqosdb
hp-webqosdb;1877;UDP;hp-webqosdb
drmsmc;1878;TCP;drmsmc
drmsmc;1878;UDP;drmsmc
nettgain-nms;1879;TCP;NettGain NMS
nettgain-nms;1879;UDP;NettGain NMS
vsat-control;1880;TCP;Gilat VSAT Control
vsat-control;1880;UDP;Gilat VSAT Control
ibm-mqseries2;1881;TCP;IBM WebSphere MQ Everyplace
ibm-mqseries2;1881;UDP;IBM WebSphere MQ Everyplace
ecsqdmn;1882;TCP;CA eTrust Common Services
ecsqdmn;1882;UDP;CA eTrust Common Services
mqtt;1883;TCP;Message Queuing Telemetry Transport Protocol
mqtt;1883;UDP;Message Queuing Telemetry Transport Protocol
idmaps;1884;TCP;Internet Distance Map Svc
idmaps;1884;UDP;Internet Distance Map Svc
vrtstrapserver;1885;TCP;Veritas Trap Server
vrtstrapserver;1885;UDP;Veritas Trap Server
leoip;1886;TCP;Leonardo over IP
leoip;1886;UDP;Leonardo over IP
filex-lport;1887;TCP;FileX Listening Port
filex-lport;1887;UDP;FileX Listening Port
ncconfig;1888;TCP;NC Config Port
ncconfig;1888;UDP;NC Config Port
unify-adapter;1889;TCP;Unify Web Adapter Service
unify-adapter;1889;UDP;Unify Web Adapter Service
wilkenlistener;1890;TCP;wilkenListener
wilkenlistener;1890;UDP;wilkenListener
childkey-notif;1891;TCP;ChildKey Notification
childkey-notif;1891;UDP;ChildKey Notification
childkey-ctrl;1892;TCP;ChildKey Control
childkey-ctrl;1892;UDP;ChildKey Control
elad;1893;TCP;ELAD Protocol
elad;1893;UDP;ELAD Protocol
o2server-port;1894;TCP;O2Server Port
o2server-port;1894;UDP;O2Server Port
Unassigned;1895;TCP;unassigned
Unassigned;1895;UDP;unassigned
b-novative-ls;1896;TCP;b-novative license server
b-novative-ls;1896;UDP;b-novative license server
metaagent;1897;TCP;MetaAgent
metaagent;1897;UDP;MetaAgent
cymtec-port;1898;TCP;Cymtec secure management
cymtec-port;1898;UDP;Cymtec secure management
mc2studios;1899;TCP;MC2Studios
mc2studios;1899;UDP;MC2Studios
ssdp;1900;TCP;SSDP
ssdp;1900;UDP;SSDP
fjicl-tep-a;1901;TCP;Fujitsu ICL Terminal Emulator Program A
fjicl-tep-a;1901;UDP;Fujitsu ICL Terminal Emulator Program A
fjicl-tep-b;1902;TCP;Fujitsu ICL Terminal Emulator Program B
fjicl-tep-b;1902;UDP;Fujitsu ICL Terminal Emulator Program B
linkname;1903;TCP;Local Link Name Resolution
linkname;1903;UDP;Local Link Name Resolution
fjicl-tep-c;1904;TCP;Fujitsu ICL Terminal Emulator Program C
fjicl-tep-c;1904;UDP;Fujitsu ICL Terminal Emulator Program C
sugp;1905;TCP;Secure UP.Link Gateway Protocol
sugp;1905;UDP;Secure UP.Link Gateway Protocol
tpmd;1906;TCP;TPortMapperReq
tpmd;1906;UDP;TPortMapperReq
intrastar;1907;TCP;IntraSTAR
intrastar;1907;UDP;IntraSTAR
dawn;1908;TCP;Dawn
dawn;1908;UDP;Dawn
global-wlink;1909;TCP;Global World Link
global-wlink;1909;UDP;Global World Link
ultrabac;1910;TCP;UltraBac Software communications port
ultrabac;1910;UDP;UltraBac Software communications port
mtp;1911;TCP;Starlight Networks Multimedia Transport Protocol
mtp;1911;UDP;Starlight Networks Multimedia Transport Protocol
rhp-iibp;1912;TCP;rhp-iibp
rhp-iibp;1912;UDP;rhp-iibp
armadp;1913;TCP;armadp
armadp;1913;UDP;armadp
elm-momentum;1914;TCP;Elm-Momentum
elm-momentum;1914;UDP;Elm-Momentum
facelink;1915;TCP;FACELINK
facelink;1915;UDP;FACELINK
persona;1916;TCP;Persoft Persona
persona;1916;UDP;Persoft Persona
noagent;1917;TCP;nOAgent
noagent;1917;UDP;nOAgent
can-nds;1918;TCP;IBM Tivole Directory Service - NDS
can-nds;1918;UDP;IBM Tivole Directory Service - NDS
can-dch;1919;TCP;IBM Tivoli Directory Service - DCH
can-dch;1919;UDP;IBM Tivoli Directory Service - DCH
can-ferret;1920;TCP;IBM Tivoli Directory Service - FERRET
can-ferret;1920;UDP;IBM Tivoli Directory Service - FERRET
noadmin;1921;TCP;NoAdmin
noadmin;1921;UDP;NoAdmin
tapestry;1922;TCP;Tapestry
tapestry;1922;UDP;Tapestry
spice;1923;TCP;SPICE
spice;1923;UDP;SPICE
xiip;1924;TCP;XIIP
xiip;1924;UDP;XIIP
discovery-port;1925;TCP;Surrogate Discovery Port
discovery-port;1925;UDP;Surrogate Discovery Port
egs;1926;TCP;Evolution Game Server
egs;1926;UDP;Evolution Game Server
videte-cipc;1927;TCP;Videte CIPC Port
videte-cipc;1927;UDP;Videte CIPC Port
emsd-port;1928;TCP;Expnd Maui Srvr Dscovr
emsd-port;1928;UDP;Expnd Maui Srvr Dscovr
bandwiz-system;1929;TCP;Bandwiz System - Server
bandwiz-system;1929;UDP;Bandwiz System - Server
driveappserver;1930;TCP;Drive AppServer
driveappserver;1930;UDP;Drive AppServer
amdsched;1931;TCP;AMD SCHED
amdsched;1931;UDP;AMD SCHED
ctt-broker;1932;TCP;CTT Broker
ctt-broker;1932;UDP;CTT Broker
xmapi;1933;TCP;IBM LM MT Agent
xmapi;1933;UDP;IBM LM MT Agent
xaapi;1934;TCP;IBM LM Appl Agent
xaapi;1934;UDP;IBM LM Appl Agent
macromedia-fcs;1935;TCP;Macromedia Flash Communications Server MX
macromedia-fcs;1935;UDP;Macromedia Flash Communications server MX
jetcmeserver;1936;TCP;JetCmeServer Server Port
jetcmeserver;1936;UDP;JetCmeServer Server Port
jwserver;1937;TCP;JetVWay Server Port
jwserver;1937;UDP;JetVWay Server Port
jwclient;1938;TCP;JetVWay Client Port
jwclient;1938;UDP;JetVWay Client Port
jvserver;1939;TCP;JetVision Server Port
jvserver;1939;UDP;JetVision Server Port
jvclient;1940;TCP;JetVision Client Port
jvclient;1940;UDP;JetVision Client Port
dic-aida;1941;TCP;DIC-Aida
dic-aida;1941;UDP;DIC-Aida
res;1942;TCP;Real Enterprise Service
res;1942;UDP;Real Enterprise Service
beeyond-media;1943;TCP;Beeyond Media
beeyond-media;1943;UDP;Beeyond Media
close-combat;1944;TCP;close-combat
close-combat;1944;UDP;close-combat
dialogic-elmd;1945;TCP;dialogic-elmd
dialogic-elmd;1945;UDP;dialogic-elmd
tekpls;1946;TCP;tekpls
tekpls;1946;UDP;tekpls
sentinelsrm;1947;TCP;SentinelSRM
sentinelsrm;1947;UDP;SentinelSRM
eye2eye;1948;TCP;eye2eye
eye2eye;1948;UDP;eye2eye
ismaeasdaqlive;1949;TCP;ISMA Easdaq Live
ismaeasdaqlive;1949;UDP;ISMA Easdaq Live
ismaeasdaqtest;1950;TCP;ISMA Easdaq Test
ismaeasdaqtest;1950;UDP;ISMA Easdaq Test
bcs-lmserver;1951;TCP;bcs-lmserver
bcs-lmserver;1951;UDP;bcs-lmserver
mpnjsc;1952;TCP;mpnjsc
mpnjsc;1952;UDP;mpnjsc
rapidbase;1953;TCP;Rapid Base
rapidbase;1953;UDP;Rapid Base
abr-api;1954;TCP;ABR-API (diskbridge)
abr-api;1954;UDP;ABR-API (diskbridge)
abr-secure;1955;TCP;ABR-Secure Data (diskbridge)
